,Respondent,Professional,ProgramHobby,Country,University,EmploymentStatus,FormalEducation,MajorUndergrad,HomeRemote,CompanySize,CompanyType,YearsProgram,YearsCodedJob,YearsCodedJobPast,DeveloperType,WebDeveloperType,MobileDeveloperType,NonDeveloperType,CareerSatisfaction,JobSatisfaction,ExCoderReturn,ExCoderNotForMe,ExCoderBalance,ExCoder10Years,ExCoderBelonged,ExCoderSkills,ExCoderWillNotCode,ExCoderActive,PronounceGIF,ProblemSolving,BuildingThings,LearningNewTech,BoringDetails,JobSecurity,DiversityImportant,AnnoyingUI,FriendsDevelopers,RightWrongWay,UnderstandComputers,SeriousWork,InvestTimeTools,WorkPayCare,KinshipDevelopers,ChallengeMyself,CompetePeers,ChangeWorld,JobSeekingStatus,HoursPerWeek,LastNewJob,AssessJobIndustry,AssessJobRole,AssessJobExp,AssessJobDept,AssessJobTech,AssessJobProjects,AssessJobCompensation,AssessJobOffice,AssessJobCommute,AssessJobRemote,AssessJobLeaders,AssessJobProfDevel,AssessJobDiversity,AssessJobProduct,AssessJobFinances,ImportantBenefits,ClickyKeys,JobProfile,ResumePrompted,LearnedHiring,ImportantHiringAlgorithms,ImportantHiringTechExp,ImportantHiringCommunication,ImportantHiringOpenSource,ImportantHiringPMExp,ImportantHiringCompanies,ImportantHiringTitles,ImportantHiringEducation,ImportantHiringRep,ImportantHiringGettingThingsDone,Currency,Overpaid,TabsSpaces,EducationImportant,EducationTypes,SelfTaughtTypes,TimeAfterBootcamp,CousinEducation,WorkStart,HaveWorkedLanguage,WantWorkLanguage,HaveWorkedFramework,WantWorkFramework,HaveWorkedDatabase,WantWorkDatabase,HaveWorkedPlatform,WantWorkPlatform,IDE,AuditoryEnvironment,Methodology,VersionControl,CheckInCode,ShipIt,OtherPeoplesCode,ProjectManagement,EnjoyDebugging,InTheZone,DifficultCommunication,CollaborateRemote,MetricAssess,EquipmentSatisfiedMonitors,EquipmentSatisfiedCPU,EquipmentSatisfiedRAM,EquipmentSatisfiedStorage,EquipmentSatisfiedRW,InfluenceInternet,InfluenceWorkstation,InfluenceHardware,InfluenceServers,InfluenceTechStack,InfluenceDeptTech,InfluenceVizTools,InfluenceDatabase,InfluenceCloud,InfluenceConsultants,InfluenceRecruitment,InfluenceCommunication,StackOverflowDescribes,StackOverflowSatisfaction,StackOverflowDevices,StackOverflowFoundAnswer,StackOverflowCopiedCode,StackOverflowJobListing,StackOverflowCompanyPage,StackOverflowJobSearch,StackOverflowNewQuestion,StackOverflowAnswer,StackOverflowMetaChat,StackOverflowAdsRelevant,StackOverflowAdsDistracting,StackOverflowModeration,StackOverflowCommunity,StackOverflowHelpful,StackOverflowBetter,StackOverflowWhatDo,StackOverflowMakeMoney,Gender,HighestEducationParents,Race,SurveyLong,QuestionsInteresting,QuestionsConfusing,InterestedAnswers,Salary,ExpectedSalary
47174,47175,Professional developer,"Yes, I program as a hobby",Indonesia,No,Employed full-time,Bachelor's degree,Management information systems,A few days each month,500 to 999 employees,Venture-funded startup,5 to 6 years,1 to 2 years,,Web developer,Front-end Web developer,,,8.0,7.0,,,,,,,,,"With a hard ""g,"" like ""gift""",Agree,Agree,Agree,Disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Agree,Strongly agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Somewhat agree,"I'm not actively looking, but I am open to new opportunities",4.0,Between 1 and 2 years ago,Important,Very important,Important,Somewhat important,Very important,Important,Important,Very important,Important,Important,Somewhat important,Important,Not very important,Very important,Not very important,Stock options; Annual bonus; Professional development sponsorship; Expected work hours; Remote options,Yes,LinkedIn; Other,A recruiter contacted me,A career fair or on-campus recruiting event,Important,Important,Important,Somewhat important,Not at all important,Important,Somewhat important,Important,Not very important,Very important,,,Spaces,Important,Online course; Self-taught; Coding competition,Official documentation; Trade book; Stack Overflow Q&A; Friends network; Built-in help,,Take online courses; Part-time/evening courses; Participate in hackathons; Buy books and work through the exercises,11:00 AM,CoffeeScript; JavaScript; PHP; Ruby,Elixir; Erlang; Go; JavaScript; Ruby,,,Redis; MySQL; PostgreSQL,MongoDB; MySQL,Android; Linux Desktop; WordPress,Linux Desktop; WordPress,Sublime Text,Turn on some music,Agile; Scrum; Kanban,Git,Multiple times a day,Somewhat agree,Agree,Somewhat agree,Disagree,Somewhat agree,Disagree,Agree,Customer satisfaction; Benchmarked product performance; Revenue performance; Peers' rating; Self-rating,,,,,,,,,,,,,,,,,,"I have a login for Stack Overflow, but haven't created a CV or Developer Story",7.0,Desktop; Android browser; Android app,At least once each week,Haven't done at all,Once or twice,Once or twice,Haven't done at all,Haven't done at all,Haven't done at all,Haven't done at all,Somewhat agree,Somewhat agree,,Somewhat agree,Agree,Strongly agree,Disagree,Strongly disagree,Male,A master's degree,,Agree,Agree,Disagree,Agree,,
47415,47416,Professional developer,"Yes, I program as a hobby",Indonesia,"Yes, part-time","Independent contractor, freelancer, or self-employed",Bachelor's degree,Management information systems,All or almost all the time (I'm full-time remote),,,3 to 4 years,2 to 3 years,,Web developer; Mobile developer; Graphics programming; Developer with a statistics or mathematics background; Graphic designer; Database administrator; Systems administrator,,,,7.0,5.0,,,,,,,,,"With a hard ""g,"" like ""gift""",Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Somewhat agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,I am actively looking for a job,40.0,Less than a year ago,Important,Important,Important,Important,Important,Very important,Very important,Very important,Not very important,Important,Very important,Very important,Important,Important,Very important,Retirement; Vacation/days off; Health benefits; Private office; Remote options,Yes,,,,,,,,,,,,,,,,Tabs,Not very important,Online course; On-the-job training; Self-taught; Open source contributions,Textbook; Stack Overflow Docs; Friends network,,Return to college; Get a job as a QA tester; Participate in online coding competitions; Conferences/meet-ups,3:00 AM,JavaScript; PHP; SQL; TypeScript,C#; Java; JavaScript; PHP; SQL; TypeScript,AngularJS,AngularJS,MySQL,Cassandra; SQL Server; MySQL,Linux Desktop,Android; Windows Phone; Windows Desktop; Linux Desktop; Raspberry Pi; WordPress,Sublime Text; Android Studio; Eclipse; IntelliJ; NetBeans,Turn on some music,,,,,,,,,,,,Somewhat satisfied,Not very satisfied,Not at all satisfied,Satisfied,Satisfied,Satisfied,,,,,,,,,,,,"I have a login for Stack Overflow, but haven't created a CV or Developer Story",9.0,Desktop; Android browser,Several times,Several times,Several times,Several times,Several times,Several times,Several times,Several times,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Male,A bachelor's degree,South Asian,Strongly agree,Agree,Strongly agree,Strongly agree,,
47486,47487,Professional developer,"Yes, both",Indonesia,"Yes, full-time",Employed full-time,Bachelor's degree,Computer programming or Web development,"More than half, but not all, the time","1,000 to 4,999 employees",Publicly-traded corporation,4 to 5 years,4 to 5 years,,Web developer,Back-end Web developer,,,7.0,7.0,,,,,,,,,"With a soft ""g,"" like ""jiff""",Agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Strongly disagree,Agree,Agree,Somewhat agree,Somewhat agree,I am actively looking for a job,2.0,Between 1 and 2 years ago,Somewhat important,Important,Somewhat important,Somewhat important,Important,Somewhat important,Important,Important,Somewhat important,Important,Somewhat important,Important,Somewhat important,Somewhat important,Somewhat important,Retirement; Annual bonus; Health benefits; Equipment; Remote options,Yes,,A friend told me about a job opportunity,I was contacted directly by someone at the company (e.g. internal recruiter),Important,Important,Important,Very important,Important,Somewhat important,Not very important,Somewhat important,Very important,Somewhat important,U.S. dollars ($),,Tabs,Somewhat important,Online course; Self-taught; Open source contributions,Official documentation; Trade book; Stack Overflow Q&A; Stack Overflow Docs; Non-Stack online communities,,Take online courses; Buy books and work through the exercises,Noon,C++; C#; SQL,C++; C#; SQL,.NET Core,.NET Core,SQL Server; PostgreSQL; Oracle,SQL Server; PostgreSQL; Oracle,,,Notepad++; IntelliJ; Visual Studio,"Put on some ambient sounds (e.g. whale songs, forest sounds)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I have a login for Stack Overflow, but haven't created a CV or Developer Story",10.0,Desktop; iOS browser; iOS app; Android browser; Android app; Other phone browser,At least once each week,At least once each week,Haven't done at all,Haven't done at all,Haven't done at all,Once or twice,Haven't done at all,Once or twice,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Strongly disagree,Male,A bachelor's degree,East Asian,Agree,Somewhat agree,Disagree,Strongly agree,,
47515,47516,Professional non-developer who sometimes writes code,"Yes, both",Indonesia,No,Employed full-time,Master's degree,Computer science or software engineering,A few days each month,20 to 99 employees,"Privately-held limited company, not in startup mode",18 to 19 years,15 to 16 years,,,,,Educator or academic,6.0,7.0,,,,,,,,,"With a hard ""g,"" like ""gift""",Agree,Agree,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Strongly agree,Somewhat agree,Agree,Disagree,Agree,Somewhat agree,Disagree,Disagree,"I'm not actively looking, but I am open to new opportunities",0.0,More than 4 years ago,Somewhat important,Very important,Important,Very important,Important,Very important,Important,Important,Important,Not very important,Not at all important,Important,Not very important,Important,Important,Stock options; Retirement; Vacation/days off; Expected work hours; Meals,No,,,,,,,,,,,,,,,,Spaces,,Self-taught; Open source contributions,Official documentation; Trade book; Stack Overflow Q&A,,Return to college; Take online courses; Contribute to open source; Part-time/evening courses,9:00 AM,Java; PHP; Python; SQL,JavaScript; TypeScript,,,MySQL; SQLite,,Arduino,Android; Raspberry Pi,Vim; Android Studio; IPython / Jupyter,Turn on the news or talk radio,,,,,,,,,,,,Not very satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,No influence at all,No influence at all,Not much influence,No influence at all,Not much influence,No influence at all,No influence at all,No influence at all,Not much influence,Not much influence,Not much influence,"I have a login for Stack Overflow, but haven't created a CV or Developer Story",8.0,Desktop,At least once each week,At least once each week,Haven't done at all,Haven't done at all,Haven't done at all,Several times,Several times,Once or twice,Somewhat agree,Disagree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Disagree,Male,High school,East Asian,Agree,Agree,Disagree,Agree,,
47555,47556,Professional developer,"Yes, I program as a hobby",Indonesia,No,Employed full-time,Some college/university study without earning a bachelor's degree,Computer science or software engineering,A few days each month,100 to 499 employees,State-owned company,2 to 3 years,1 to 2 years,,Mobile developer,,Android,,9.0,9.0,,,,,,,,,"With a soft ""g,"" like ""jiff""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47569,47570,Student,"Yes, I program as a hobby",Indonesia,No,"Not employed, but looking for work",Secondary school,,,,,1 to 2 years,,,,,,,,,,,,,,,,,"With a hard ""g,"" like ""gift""",Agree,Strongly agree,Agree,Somewhat agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,U.S. dollars ($),,Both,,Self-taught,Trade book; Stack Overflow Q&A,,Take online courses; Part-time/evening courses,9:00 AM,Java,,,,,,Linux Desktop,Android,Sublime Text; Eclipse,Turn on some music,,I don't use version control,,Disagree,,,Somewhat agree,Agree,,,,,,,,,,,,,,,,,,,,,"I've visited Stack Overflow, but haven't logged in/created an account",9.0,Desktop,,,Haven't done at all,,,,,,Somewhat agree,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Somewhat agree,Disagree,Male,High school,,Agree,Agree,Somewhat agree,Agree,,700.0
47819,47820,Professional non-developer who sometimes writes code,"Yes, both",Indonesia,I prefer not to say,"Independent contractor, freelancer, or self-employed",Bachelor's degree,A non-computer-focused engineering discipline,"More than half, but not all, the time",,,1 to 2 years,1 to 2 years,,,,,Data scientist,0.0,0.0,,,,,,,,,"With a soft ""g,"" like ""jiff""",Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,I am actively looking for a job,7.0,Between 1 and 2 years ago,Not at all important,Not at all important,Not at all important,Not at all important,Not at all important,Somewhat important,Very important,Very important,Not at all important,Not at all important,Not at all important,Very important,Very important,Somewhat important,Somewhat important,Annual bonus; Health benefits,Yes,,,,,,,,,,,,,,,,Both,,Bootcamp,,I already had a job as a developer when I started the program,Master's degree,7:00 AM,Elixir; Haskell; JavaScript; PHP; R; SQL,,Hadoop; Node.js; React,,MySQL; PostgreSQL; Oracle,,Linux Desktop; Raspberry Pi,,Atom,Turn on some music,Agile,Git,Multiple times a day,Strongly agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Strongly disagree,,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Not at all satisfied,,,,,,,,,,,,"I've visited Stack Overflow, but haven't logged in/created an account",10.0,Desktop,,,,,,,,,Strongly agree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Gender non-conforming,High school,South Asian,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,,
47936,47937,Professional non-developer who sometimes writes code,"Yes, both",Indonesia,"Yes, full-time",Employed full-time,Secondary school,,Never,100 to 499 employees,State-owned company,2 to 3 years,Less than a year,,,,,Other,1.0,1.0,,,,,,,,,"With a hard ""g,"" like ""gift""",,,,,,,,,,,,,,,,,,"I'm not actively looking, but I am open to new opportunities",14.0,Less than a year ago,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Important,Somewhat important,Somewhat important,Important,Important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Vacation/days off; Health benefits; Professional development sponsorship; Meals,Yes,,,,,,,,,,,,,,,,Spaces,,Self-taught,Official documentation; Stack Overflow Q&A,,Buy books and work through the exercises,2:00 PM,PHP,JavaScript,,AngularJS,MySQL,MySQL,Linux Desktop,Windows Desktop,Sublime Text,Put on a movie or TV show,Waterfall,Git,Just a few times over the year,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Disagree,Somewhat agree,,Not at all satisfied,Not very satisfied,Not very satisfied,Not very satisfied,Not very satisfied,Not very satisfied,No influence at all,No influence at all,No influence at all,No influence at all,No influence at all,No influence at all,No influence at all,No influence at all,No influence at all,No influence at all,No influence at all,"I've visited Stack Overflow, but haven't logged in/created an account",8.0,Desktop,Several times,Several times,Haven't done at all,Haven't done at all,Haven't done at all,Haven't done at all,Haven't done at all,Haven't done at all,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Disagree,Male,High school,,Agree,Agree,Disagree,Agree,,
48073,48074,Professional developer,"Yes, both",Indonesia,No,Employed full-time,Bachelor's degree,Computer engineering or electrical/electronics engineering,A few days each month,Fewer than 10 employees,I prefer not to answer,5 to 6 years,1 to 2 years,,Mobile developer; Desktop applications developer; Database administrator; Systems administrator,,,,8.0,6.0,,,,,,,,,"With a hard ""g,"" like ""gift""",,,,,,,,,,,,,,,,,,"I'm not actively looking, but I am open to new opportunities",,Between 1 and 2 years ago,Somewhat important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Very important,Very important,Stock options; Equipment; Professional development sponsorship; Long-term leave; Remote options,No,,,,,,,,,,,,,,,,Spaces,Important,Self-taught; Open source contributions,Official documentation; Trade book; Textbook; Stack Overflow Q&A,,Return to college; Bootcamp; Part-time/evening courses; Buy books and work through the exercises,6:00 PM,C++; Java; Matlab; Perl; SQL; VB.NET,C++; Java; SQL,Node.js; Firebase,Node.js; Firebase,SQLite,Cassandra; MongoDB; Redis; MySQL; PostgreSQL; Oracle; SQLite,Android; Linux Desktop; Amazon Web Services (AWS),Android; Linux Desktop; Amazon Web Services (AWS),Android Studio,Turn on some music,Agile,Git,Multiple times a day,Somewhat agree,Agree,Strongly disagree,Agree,Somewhat agree,Strongly disagree,Somewhat agree,Customer satisfaction; Benchmarked product performance; Revenue performance,Somewhat satisfied,Satisfied,Very satisfied,Satisfied,Somewhat satisfied,Not very satisfied,A lot of influence,A lot of influence,Some influence,Some influence,Some influence,Some influence,A lot of influence,Not much influence,A lot of influence,No influence at all,A lot of influence,I have created a CV or Developer Story on Stack Overflow,7.0,Desktop; Android browser; Android app,Several times,Several times,Once or twice,Haven't done at all,Haven't done at all,Once or twice,At least once each week,Haven't done at all,Strongly disagree,Disagree,Somewhat agree,Somewhat agree,Agree,Strongly disagree,Strongly disagree,Disagree,Male,High school,,Strongly agree,Somewhat agree,Disagree,Strongly agree,,
48074,48075,Professional non-developer who sometimes writes code,"Yes, I program as a hobby",Indonesia,No,Employed full-time,Bachelor's degree,Computer science or software engineering,A few days each month,20 to 99 employees,Pre-series A startup,4 to 5 years,Less than a year,,,,,Designer or illustrator,8.0,5.0,,,,,,,,,"With a soft ""g,"" like ""jiff""",Agree,Strongly agree,Strongly agree,Agree,Somewhat agree,Strongly agree,Strongly agree,Agree,Disagree,Strongly agree,Agree,Somewhat agree,Disagree,Agree,Strongly agree,Somewhat agree,Strongly agree,"I'm not actively looking, but I am open to new opportunities",10.0,Less than a year ago,Very important,Very important,Very important,Very important,Somewhat important,Very important,Not very important,Very important,Somewhat important,Somewhat important,Not at all important,Somewhat important,Not very important,Somewhat important,Important,Vacation/days off; Expected work hours; Remote options; Meals,Yes,LinkedIn; Other,,A general-purpose job board,Important,Important,Very important,Not very important,Important,Important,Somewhat important,Not very important,Somewhat important,Very important,,,Both,,Online course; Self-taught,Trade book; Textbook; Stack Overflow Q&A; Stack Overflow Docs; Non-Stack online communities; Company internal community; Tutoring/mentoring; Friends network,,Take online courses; Contribute to open source; Participate in online coding competitions; Conferences/meet-ups,10:00 AM,Java,JavaScript; Ruby,,Node.js,MySQL; SQLite,MongoDB,Android,Android; iOS; Windows Phone; Microsoft Azure,Android Studio,Turn on some music,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I have a login for Stack Overflow, but haven't created a CV or Developer Story",8.0,Desktop,At least once each week,Once or twice,Haven't done at all,Haven't done at all,Haven't done at all,Once or twice,Once or twice,Once or twice,Somewhat agree,Disagree,Disagree,Somewhat agree,Agree,Agree,Agree,Disagree,Female,A bachelor's degree,South Asian,Somewhat agree,Agree,Disagree,Agree,,
