,ResponseId,MainBranch,Employment,RemoteWork,CodingActivities,EdLevel,LearnCode,LearnCodeOnline,LearnCodeCoursesCert,YearsCode,YearsCodePro,DevType,OrgSize,PurchaseInfluence,BuyNewTool,Country,Currency,CompTotal,CompFreq,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,ToolsTechHaveWorkedWith,ToolsTechWantToWorkWith,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,OpSysProfessional use,OpSysPersonal use,VersionControlSystem,VCInteraction,VCHostingPersonal use,VCHostingProfessional use,OfficeStackAsyncHaveWorkedWith,OfficeStackAsyncWantToWorkWith,OfficeStackSyncHaveWorkedWith,OfficeStackSyncWantToWorkWith,Blockchain,NEWSOSites,SOVisitFreq,SOAccount,SOPartFreq,SOComm,Age,Gender,Trans,Sexuality,Ethnicity,Accessibility,MentalHealth,TBranch,ICorPM,WorkExp,Knowledge_1,Knowledge_2,Knowledge_3,Knowledge_4,Knowledge_5,Knowledge_6,Knowledge_7,Frequency_1,Frequency_2,Frequency_3,TimeSearching,TimeAnswering,Onboarding,ProfessionalTech,TrueFalse_1,TrueFalse_2,TrueFalse_3,SurveyLength,SurveyEase,ConvertedCompYearly
65775,65776,I am a developer by profession,"Employed, full-time",Fully remote,Hobby;Contribute to open-source projects,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);On the job training;Online Courses or Certification;Colleague",Technical documentation;Blogs;Stack Overflow;Online books;Video-based Online Courses;Written-based Online Courses,Udemy,12,9,"Developer, front-end;Developer, back-end",100 to 499 employees,I have little or no influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with;Read ratings or reviews on third party sites like G2Crowd,Indonesia,IDR	Indonesian rupiah,3540.0,Monthly,HTML/CSS;JavaScript;PHP;SQL,Python;TypeScript,MariaDB;MySQL;SQLite,Oracle,DigitalOcean;Google Cloud;Managed Hosting;VMware,AWS,jQuery;Laravel;Node.js;React.js;Vue.js,Next.js;Nuxt.js,Ionic,React Native,Docker;Homebrew;npm;Yarn,Kubernetes,Sublime Text;Visual Studio Code;Xcode,Emacs;Vim,macOS,macOS,Git,Command-line,,,Asana;ClickUp;Trello,Stack Overflow for Teams,Slack;Zoom,Slack;Zoom,Indifferent,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,"No, not at all",25-34 years old,Man,No,Straight / Heterosexual,Southeast Asian,None of the above,None of the above,Yes,Independent contributor,10.0,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,1-2 times a week,1-2 times a week,1-2 times a week,30-60 minutes a day,15-30 minutes a day,Somewhat long,Innersource initiative;DevOps function;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery;Automated testing,No,Yes,Yes,Too long,Easy,
65881,65882,I am a developer by profession,"Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)",Bootstrapping a business;Freelance/contract work;School or academic work,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Books / Physical media;Friend or family member;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Online Courses or Certification;Coding Bootcamp;Colleague",Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online books;Online forum;How-to videos;Coding sessions (live or recorded),Udemy,22,15,"Data scientist or machine learning specialist;Developer, front-end;Engineer, data;Engineer, site reliability;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Developer, QA or test;Student;Developer, mobile;Educator;Database administrator;Academic researcher;Developer, embedded applications or devices;Cloud infrastructure engineer;Data or business analyst;Designer;Scientist;System administrator","Just me - I am a freelancer, sole proprietor, etc.",I have some influence,Visit developer communities like Stack Overflow,Indonesia,IDR	Indonesian rupiah,1000000.0,Yearly,Bash/Shell;C;C#;Go;HTML/CSS;JavaScript;Kotlin;PHP;Rust;SQL;TypeScript,Bash/Shell;C;C#;Go;HTML/CSS;JavaScript;Kotlin;PHP;Rust;SQL;TypeScript,MariaDB;PostgreSQL;Redis;SQLite,MariaDB;PostgreSQL;Redis;SQLite,DigitalOcean,DigitalOcean,Blazor;jQuery;Laravel;Nuxt.js;Svelte;Vue.js,Blazor;jQuery;Laravel;Nuxt.js;Svelte;Vue.js,Apache Kafka;Flutter;Keras;TensorFlow,Apache Kafka;Flutter;Keras;TensorFlow,Docker;Homebrew;Kubernetes;npm;Yarn,Docker;Homebrew;Kubernetes;npm;Yarn,Nano;Visual Studio;Visual Studio Code;Xcode,Nano;Visual Studio;Visual Studio Code;Xcode,Linux-based;macOS,Linux-based;macOS,Git,Code editor;Command-line;Version control hosting service web GUI,,,,,Zoom,Zoom,Favorable,Stack Overflow;Stack Exchange,Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,Not sure,35-44 years old,Man,No,Straight / Heterosexual,Asian,None of the above,None of the above,,,,,,,,,,,,,,,,,,,,,Appropriate in length,Neither easy nor difficult,68.0
65942,65943,"I am not primarily a developer, but I write code sometimes as part of my work","Employed, full-time;Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)",Hobby;Freelance/contract work;School or academic work,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);On the job training;Online Courses or Certification",Technical documentation;Blogs;Stack Overflow,Coursera;Udemy,10,5,Data scientist or machine learning specialist;Database administrator;Academic researcher;Data or business analyst,2 to 9 employees,I have some influence,Start a free trial;Visit developer communities like Stack Overflow,Indonesia,IDR	Indonesian rupiah,3000000.0,Monthly,C;C++;HTML/CSS;JavaScript;PHP;SQL,C++;HTML/CSS;JavaScript;PHP;Python;SQL,MariaDB;MySQL,MariaDB;MongoDB;MySQL;Oracle,Google Cloud,AWS;Google Cloud;Microsoft Azure,jQuery;Laravel;Node.js,Laravel;Node.js,NumPy;Pandas;TensorFlow;Torch/PyTorch,NumPy;Pandas;TensorFlow;Torch/PyTorch,npm,npm,IPython/Jupyter;Notepad++;Sublime Text;Visual Studio Code,Notepad++,BSD;Linux-based;Windows,Windows,Git,Version control hosting service web GUI,,,,,Zoom,Zoom,Unsure,Stack Overflow,Daily or almost daily,Yes,Less than once per month or monthly,"Yes, somewhat",35-44 years old,Man,No,Straight / Heterosexual,Southeast Asian,None of the above,None of the above,Yes,People manager,10.0,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,3-5 times a week,1-2 times a week,Never,15-30 minutes a day,Less than 15 minutes a day,Just right,None of these,Yes,Yes,Yes,Appropriate in length,Neither easy nor difficult,2460.0
66238,66239,"I am not primarily a developer, but I write code sometimes as part of my work","Employed, full-time","Hybrid (some remote, some in-person)",Hobby;Freelance/contract work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Online Courses or Certification;Colleague",Technical documentation;Stack Overflow;Online books;Online forum;How-to videos;Interactive tutorial;Coding sessions (live or recorded),,5,1,"Engineer, data;Developer, desktop or enterprise applications;Database administrator",2 to 9 employees,I have some influence,Start a free trial;Visit developer communities like Stack Overflow,Indonesia,IDR	Indonesian rupiah,,Monthly,Delphi,APL;Delphi;PHP,MariaDB;MySQL;SQLite,MariaDB;MySQL,,,,,,,,,"Notepad++;RAD Studio (Delphi, C++ Builder)","Notepad++;RAD Studio (Delphi, C++ Builder);Xcode",,Windows,I don't use one,,,,,,Zoom,,Unsure,Stack Overflow,Multiple times per day,No,,Neutral,25-34 years old,Man,No,Straight / Heterosexual,Asian,None of the above,,Yes,,2.0,Agree,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,1-2 times a week,1-2 times a week,1-2 times a week,30-60 minutes a day,15-30 minutes a day,Somewhat long,Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery,Yes,Yes,Yes,Too long,Easy,
66395,66396,I am a developer by profession,"Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)",Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum)",Technical documentation;Stack Overflow;Online books;Online forum;Coding sessions (live or recorded),,20,16,"Developer, front-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices;Data or business analyst","Just me - I am a freelancer, sole proprietor, etc.",I have little or no influence,Start a free trial;Visit developer communities like Stack Overflow,Indonesia,IDR	Indonesian rupiah,,Monthly,Delphi,,MySQL,PostgreSQL,Managed Hosting,,,,,,,,"Notepad++;RAD Studio (Delphi, C++ Builder)","Notepad++;RAD Studio (Delphi, C++ Builder)",Windows,Windows,I don't use one,,,,,,Zoom,Zoom,Unfavorable,Stack Overflow,Less than once per month or monthly,No,,"Yes, somewhat",45-54 years old,Man,No,Straight / Heterosexual,Asian,None of the above,None of the above,,,,,,,,,,,,,,,,,,,,,Too long,Easy,
66771,66772,I am learning to code,"Student, full-time;Not employed, but looking for work",,,Some college/university study without earning a degree,Books / Physical media;Other (please specify):,,,6,,Student,,,Visit developer communities like Stack Overflow;Ask developers I know/work with,Indonesia,,,,C++;Java;JavaScript;Python,C;Go;Java;JavaScript;Python;R;SQL;TypeScript,,,AWS;DigitalOcean;Microsoft Azure,Microsoft Azure,Node.js,Node.js;React.js,Keras,Keras;TensorFlow,,,IPython/Jupyter;Visual Studio Code,Android Studio;GoLand;IPython/Jupyter;Visual Studio Code,Windows,Windows,Git,Code editor,,,,,Cisco Webex Teams;Google Chat;Microsoft Teams;Zoom,Cisco Webex Teams;Google Chat;Microsoft Teams;Zoom,Indifferent,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per week,Neutral,18-24 years old,Man,No,Straight / Heterosexual,Asian,None of the above,"I have learning differences (e.g., Dyslexic, Dyslexia, etc.)",,,,,,,,,,,,,,,,,,,,,Appropriate in length,Neither easy nor difficult,
66895,66896,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,"Associate degree (A.A., A.S., etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Online Courses or Certification",Technical documentation;Blogs;Online books,,9,6,"Developer, back-end",500 to 999 employees,I have little or no influence,,Indonesia,IDR	Indonesian rupiah,,Monthly,Go;HTML/CSS;Java;JavaScript;Ruby;SQL,Go;HTML/CSS;Java;JavaScript;Kotlin;SQL;TypeScript,Microsoft SQL Server;MongoDB;MySQL;PostgreSQL,MySQL;PostgreSQL;SQLite,AWS;Google Cloud,AWS;Microsoft Azure,Angular;Angular.js;ASP.NET Core ;Express;Node.js;Ruby on Rails,React.js,Spring,Spring,Docker;npm,Docker;npm,Eclipse;Visual Studio Code,Android Studio;Visual Studio Code,Linux-based,Linux-based,Git,Code editor;Command-line;Version control hosting service web GUI,,,Asana;Jira Work Management;Notion;Trello,Notion,,,Unsure,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,"No, not really",25-34 years old,Man,No,Straight / Heterosexual,Southeast Asian,None of the above,I have an anxiety disorder,Yes,Independent contributor,6.0,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,1-2 times a week,3-5 times a week,Never,15-30 minutes a day,15-30 minutes a day,Just right,Innersource initiative;DevOps function;Continuous integration (CI) and (more often) continuous delivery;Automated testing;Observability tools,No,Yes,Yes,Appropriate in length,Easy,
66925,66926,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby;Freelance/contract work;Other (please specify):,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Friend or family member;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Online Courses or Certification;Coding Bootcamp;Colleague",Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online books;Video-based Online Courses;How-to videos;Written-based Online Courses;Interactive tutorial;Coding sessions (live or recorded);Certification videos,Coursera;Udemy;Udacity;Other,5,2,Database administrator,"10,000 or more employees",I have little or no influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with;Read ratings or reviews on third party sites like G2Crowd,Indonesia,IDR	Indonesian rupiah,4500000.0,Monthly,Bash/Shell;Go;HTML/CSS;JavaScript;MATLAB;PHP;PowerShell;Python;R;Ruby;SQL,Bash/Shell;Julia;PowerShell;Python;Rust;SQL,Microsoft SQL Server;MongoDB,Microsoft SQL Server;MongoDB;MySQL;Neo4j;Firebase Realtime Database;Redis;SQLite,AWS;DigitalOcean;Google Cloud;IBM Cloud or Watson;Microsoft Azure;Oracle Cloud Infrastructure,AWS;Google Cloud;Heroku;IBM Cloud or Watson;Microsoft Azure;Oracle Cloud Infrastructure,FastAPI;Flask,FastAPI;Flask,Keras;NumPy;Pandas;Scikit-learn;TensorFlow;Torch/PyTorch,Apache Kafka;Apache Spark;Hadoop;Keras;NumPy;Pandas;Scikit-learn;TensorFlow;Torch/PyTorch;Hugging Face Transformers,Docker,Docker,IPython/Jupyter;Visual Studio Code,IPython/Jupyter;Visual Studio Code,Windows;Windows Subsystem for Linux (WSL),Windows;Windows Subsystem for Linux (WSL),Git,Code editor;Command-line;Version control hosting service web GUI;Dedicated version control GUI application,,,Trello,Trello,Microsoft Teams;Slack;Zoom,Microsoft Teams;Slack;Zoom,Favorable,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,Neutral,18-24 years old,Man,No,Prefer to self-describe:;Gay or Lesbian,Asian;Southeast Asian,None of the above,None of the above,Yes,Independent contributor,2.0,Agree,Agree,Disagree,Neither agree nor disagree,Agree,Agree,Strongly agree,1-2 times a week,3-5 times a week,3-5 times a week,Over 120 minutes a day,30-60 minutes a day,Somewhat long,None of these,No,No,No,Appropriate in length,Easy,3684.0
66999,67000,I am learning to code,"Not employed, but looking for work",,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Online Courses or Certification",How-to videos;Written-based Online Courses,Udemy;Other,7,,Other (please specify):,,,Start a free trial,Indonesia,,,,HTML/CSS;PHP;Python;SQL,HTML/CSS;JavaScript,MySQL,MongoDB;MySQL;PostgreSQL;Redis,,,,,,,,,Notepad++;Sublime Text;Visual Studio Code,Visual Studio Code,Windows,Windows,Git,Version control hosting service web GUI,,,DingTalk (Teambition),,Zoom,,Indifferent,Stack Overflow,A few times per month or weekly,No,,Neutral,18-24 years old,Man,No,,Asian,None of the above,,,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,
67230,67231,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",School or academic work,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Books / Physical media;Friend or family member;Other online resources (e.g., videos, blogs, forum);On the job training;Online Courses or Certification;Coding Bootcamp;Hackathons (virtual or in-person)",Technical documentation;Blogs;Written Tutorials;Stack Overflow;Video-based Online Courses;How-to videos;Written-based Online Courses;Interactive tutorial;Certification videos,Udemy;Udacity,7,4,"Developer, mobile",20 to 99 employees,I have little or no influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with;Read ratings or reviews on third party sites like G2Crowd,Indonesia,IDR	Indonesian rupiah,6000000.0,Monthly,Dart;HTML/CSS;Java;JavaScript;Kotlin;PHP;SQL,Bash/Shell;C;C++;Dart;Go;Kotlin;Python;Ruby;Rust;SQL;Swift;TypeScript,Cloud Firestore;MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Firebase Realtime Database;SQLite,Cloud Firestore;DynamoDB;Elasticsearch;MongoDB;MySQL;Neo4j;PostgreSQL;Firebase Realtime Database;Redis;SQLite,AWS;DigitalOcean;Firebase;Google Cloud;Microsoft Azure;VMware,AWS;Firebase;Google Cloud;Heroku,Django;Express;Laravel;Node.js,Express;FastAPI;Flask;Node.js;Nuxt.js;Ruby on Rails;Svelte;Vue.js,Flutter;TensorFlow,Apache Kafka;Apache Spark;Flutter;GTK;Hadoop;Keras;Qt;Spring;TensorFlow;Torch/PyTorch,Docker;Homebrew;Kubernetes;npm,Ansible;Chef;Docker;Homebrew;Kubernetes;npm;Puppet;Terraform;Unity 3D;Unreal Engine;Yarn,Android Studio;Nano;Notepad++;Sublime Text;Vim;Visual Studio Code,Android Studio;CLion;Emacs;GoLand;IntelliJ;Neovim;Qt Creator;Vim;Visual Studio Code;Webstorm;Xcode,Linux-based;macOS;Windows,Linux-based;macOS,Git,Command-line;Dedicated version control GUI application,,,Airtable;Jira Work Management;Notion;Trello,Airtable;Confluence;Jira Work Management;Notion;Stack Overflow for Teams;Trello,Google Chat;Slack;Zoom,Google Chat;Rocketchat;Slack,Favorable,Collectives on Stack Overflow;Stack Overflow;Stack Exchange,Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,Neutral,25-34 years old,Man,No,Straight / Heterosexual,Southeast Asian,None of the above,None of the above,Yes,Independent contributor,4.0,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,,,,,,,Developer portal or other central places to find tools/services,,No,No,Too long,Difficult,4920.0
67579,67580,I am learning to code,"Student, part-time;Not employed, but looking for work",,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Other online resources (e.g., videos, blogs, forum)",Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online forum;How-to videos,,4,,Student;Educator,,,,Indonesia,,,,C;HTML/CSS;Java;Kotlin;PHP;Python;SQL;VBA,Dart;JavaScript;TypeScript,MySQL,PostgreSQL,,,Angular;Django;Express;React.js,Fastify;Next.js,,,,,Android Studio;IntelliJ;Notepad++,Android Studio;Visual Studio Code,Windows;Windows Subsystem for Linux (WSL),Windows;Windows Subsystem for Linux (WSL),Git,Code editor;Command-line;Version control hosting service web GUI,,,,,Zoom,,Unsure,Stack Overflow;Stack Exchange,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,"Yes, definitely",18-24 years old,Man,No,,Southeast Asian,None of the above,None of the above,,,,,,,,,,,,,,,,,,,,,,Easy,
68035,68036,I am learning to code,"Student, part-time",,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Online Courses or Certification;Coding Bootcamp",Technical documentation;Blogs;Stack Overflow;How-to videos;Written-based Online Courses,Other,3,,,,,Start a free trial,Indonesia,,,,C;C++;HTML/CSS;Java;JavaScript;PHP;SQL,JavaScript;PHP,MariaDB;MySQL;PostgreSQL,MongoDB;MySQL,,,ASP.NET;jQuery;Laravel,Laravel;React.js,Ionic,Flutter;Ionic;React Native,,,Atom;NetBeans;Visual Studio;Visual Studio Code,IntelliJ;Visual Studio Code,Windows,Windows,Git,Code editor;Command-line,,,,,Zoom,Zoom,Indifferent,Stack Overflow,Less than once per month or monthly,No,,Neutral,18-24 years old,Man,No,Straight / Heterosexual,Southeast Asian,None of the above,None of the above,,,,,,,,,,,,,,,,,,,,,Appropriate in length,Difficult,
